county,reporting_date,crisis,rfq_mean,r3q_mean,r1q_mean,staple_price_kes,staple_price_usd,has_price_data,price_mom_change,prev_crisis,crisis_streak,drought_streak,is_asal,season_long_rains,season_short_rains
Baringo,2015-01-01,0,84.82801033333334,101.96217833333333,101.05414166666667,,,0,,0.0,0,0,1,0,1
Baringo,2015-04-01,0,38.906944333333335,41.03444916666667,37.70090866666666,75.0,0.815,1,,0.0,0,1,1,1,0
Baringo,2015-07-01,0,100.16669666666667,102.74196333333333,97.42859333333332,79.0,0.8099999999999999,1,0.05333333333333323,0.0,0,0,1,0,0
Baringo,2015-10-01,0,74.14223,55.28542516666667,50.330213333333326,73.0,0.695,1,-0.07594936708860756,0.0,0,1,1,0,0
Baringo,2016-02-01,0,135.7684416666667,145.59030833333333,143.1697,74.5,0.73,1,0.020547945205479534,0.0,0,0,1,0,0
Baringo,2016-06-01,0,134.99731483333332,128.1463125,163.27602333333334,70.0,0.695,1,-0.06040268456375841,0.0,0,0,1,1,0
Baringo,2016-10-01,0,85.00031066666666,86.06411666666668,57.3749445,63.5,0.63,1,-0.09285714285714286,0.0,0,1,1,0,0
Baringo,2017-02-01,1,82.61317883333334,58.569408833333334,49.65284433333333,81.5,0.785,1,0.2834645669291338,0.0,0,2,1,0,0
Baringo,2017-06-01,1,93.11932916666666,66.00649333333332,83.70873066666667,105.5,1.025,1,0.29447852760736204,1.0,1,3,1,1,0
Baringo,2017-10-01,0,159.57490566666667,164.199545,156.45754166666669,78.5,0.76,1,-0.2559241706161137,1.0,2,0,1,0,0
Baringo,2018-02-01,0,55.526736166666666,101.23037649999999,39.40694233333333,79.0,0.77,1,0.006369426751592355,0.0,0,0,1,0,0
Baringo,2018-06-01,0,213.179335,218.11364666666668,214.05965833333335,74.5,0.745,1,-0.05696202531645567,0.0,0,0,1,1,0
Baringo,2018-12-01,0,51.280625500000006,71.80473466666666,55.44683666666666,70.0,0.68,1,-0.06040268456375841,0.0,0,1,1,0,1
Baringo,2019-02-01,0,70.00056666666667,79.8624325,75.13817666666667,109.0,1.07,1,0.5571428571428572,0.0,0,2,1,0,0
Baringo,2019-06-01,1,68.47545050000001,58.098983833333335,69.86317183333334,78.5,0.78,1,-0.2798165137614679,0.0,0,3,1,1,0
Baringo,2019-10-01,1,125.9896025,126.38086566666668,132.52428833333332,79.75,0.77,1,0.015923566878981,1.0,1,0,1,0,0
Baringo,2020-02-01,0,142.30940633333333,186.4443,114.59802,85.0,0.835,1,0.0658307210031348,1.0,2,0,1,0,0
Baringo,2020-06-01,0,104.423785,169.11565333333334,164.52472733333335,88.6,0.83,1,0.04235294117647048,0.0,0,0,1,1,0
Baringo,2020-10-01,0,154.89017833333332,175.42770833333336,161.268295,73.0,0.675,1,-0.17607223476297962,0.0,0,0,1,0,0
Baringo,2021-02-01,0,98.31013333333334,108.02254333333333,81.631345,,,0,,0.0,0,0,1,0,0
Baringo,2021-06-01,0,152.304307,106.70985433333333,162.63306833333334,67.5,0.63,1,,0.0,0,0,1,1,0
Baringo,2021-10-01,1,169.13246999999998,97.19842899999999,135.53551833333333,,,0,,0.0,0,1,1,0,0
Baringo,2022-02-01,1,112.17785450000001,63.01006949999999,95.86606266666666,,,0,,1.0,1,2,1,0,0
Baringo,2022-06-01,1,85.81883916666668,80.47104666666667,100.48454266666666,,,0,,1.0,2,3,1,1,0
Baringo,2022-10-01,1,151.01192833333334,104.35280583333333,144.04421666666667,,,0,,1.0,3,0,1,0,0
Baringo,2023-02-01,1,51.895214,105.415506,64.941661,,,0,,1.0,4,0,1,0,0
Baringo,2023-06-01,1,79.17969716666666,115.70026333333334,119.95684999999999,,,0,,1.0,5,0,1,1,0
Baringo,2023-10-01,0,148.544905,77.67759433333333,105.11061833333333,,,0,,1.0,6,1,1,0,0
Baringo,2024-02-01,0,177.868015,121.299485,146.85919433333333,,,0,,0.0,0,0,1,0,0
Baringo,2024-06-01,0,164.98206616666667,160.75881666666666,203.95592166666665,,,0,,0.0,0,0,1,1,0
Baringo,2024-10-01,0,77.12211533333333,113.27921166666665,80.86943433333333,,,0,,0.0,0,0,1,0,0
Baringo,2025-10-01,0,176.34244833333332,130.032955,146.80210583333334,,,0,,0.0,0,0,1,0,0
Baringo,2026-02-01,0,53.454726,86.98501266666666,85.89837033333333,,,0,,0.0,0,1,1,0,0
Bomet,2011-01-01,0,91.04506666666667,95.99771333333332,89.021868,,,0,,,0,4,0,0,1
Bomet,2011-04-01,0,85.5240825,74.60180033333334,71.62505800000001,,,0,,0.0,0,5,0,1,0
Bomet,2011-07-01,0,90.87628516666666,83.1655885,83.84413166666667,,,0,,0.0,0,6,0,0,0
Bomet,2011-10-01,0,130.87700833333335,127.67525,136.59305333333333,,,0,,0.0,0,0,0,0,0
Bomet,2012-01-01,0,120.50184899999999,138.32795,138.45497766666668,,,0,,0.0,0,0,0,0,1
Bomet,2012-04-01,0,77.16132766666666,61.284037000000005,92.038791,,,0,,0.0,0,2,0,1,0
Bomet,2012-07-01,0,143.56811366666668,119.56607533333333,111.72612250000002,,,0,,0.0,0,0,0,0,0
Bomet,2012-10-01,0,144.09432583333333,137.82720166666667,140.954565,,,0,,0.0,0,0,0,0,0
Bomet,2013-01-01,0,126.13089066666667,121.11628833333334,84.49951966666667,,,0,,0.0,0,0,0,0,1
Bomet,2013-04-01,0,129.24657616666667,110.394865,104.05180666666666,,,0,,0.0,0,0,0,1,0
Bomet,2013-07-01,0,95.8640965,119.4585815,85.14961666666666,,,0,,0.0,0,0,0,0,0
Bomet,2013-10-01,0,124.60028,97.10605166666666,109.13119933333333,,,0,,0.0,0,3,0,0,0
Bomet,2014-01-01,0,127.69750333333333,102.983181,116.91558833333333,,,0,,0.0,0,0,0,0,1
Bomet,2014-04-01,0,98.27541016666667,111.657525,98.71971866666667,,,0,,0.0,0,0,0,1,0
Bomet,2014-07-01,0,98.74787266666665,74.83394333333332,99.62775,,,0,,0.0,0,2,0,0,0
Bomet,2014-10-01,0,99.22368166666666,124.50494516666667,132.079741,,,0,,0.0,0,0,0,0,0
Bomet,2015-01-01,0,78.36516966666666,84.757219,87.89443583333333,,,0,,0.0,0,2,0,0,1
Bomet,2015-04-01,0,54.24863666666666,43.27240883333334,46.880068333333334,,,0,,0.0,0,3,0,1,0
Bomet,2015-07-01,0,135.0711895,141.34373333333335,156.90463166666666,,,0,,0.0,0,0,0,0,0
Bomet,2015-10-01,0,98.05432466666667,80.74628583333333,82.614929,,,0,,0.0,0,4,0,0,0
Bomet,2016-02-01,0,130.85039833333335,146.83160999999998,135.139309,,,0,,0.0,0,0,0,0,0
Bomet,2016-06-01,0,120.0430175,120.71418233333333,139.35688333333334,,,0,,0.0,0,0,0,1,0
Bomet,2016-10-01,0,107.72906083333334,83.58288483333332,74.16732116666667,,,0,,0.0,0,4,0,0,0
Bomet,2017-02-01,0,46.16365450000001,63.27434933333333,28.684727666666664,,,0,,0.0,0,5,0,0,0
Bomet,2017-06-01,0,99.749325,91.626286,113.41183000000001,,,0,,0.0,0,6,0,1,0
Bomet,2017-10-01,0,123.50644666666666,133.47689333333332,130.42404583333334,,,0,,0.0,0,0,0,0,0
Bomet,2018-02-01,0,64.64029933333335,89.82203033333333,50.997118,,,0,,0.0,0,4,0,0,0
Bomet,2018-06-01,0,139.74746966666666,161.66973,140.75809666666666,,,0,,0.0,0,0,0,1,0
Bomet,2018-12-01,0,88.05333300000001,100.89048166666667,99.86890733333333,,,0,,0.0,0,0,0,0,1
Bomet,2019-02-01,0,44.152446499999996,93.740474,59.07815766666667,,,0,,0.0,0,2,0,0,0
Bomet,2019-06-01,0,107.43350083333333,84.03009166666668,115.70750733333334,,,0,,0.0,0,3,0,1,0
Bomet,2019-10-01,0,118.300327,112.72811,119.44160983333332,,,0,,0.0,0,0,0,0,0
Bomet,2020-02-01,0,200.00384700000004,214.65812833333334,204.71991,,,0,,0.0,0,0,0,0,0
Bomet,2020-06-01,0,97.42950333333333,155.63432,131.68776166666666,,,0,,0.0,0,0,0,1,0
Bomet,2020-10-01,0,124.790634,110.20936916666666,113.74850166666666,,,0,,0.0,0,0,0,0,0
Bomet,2021-02-01,0,110.16589,164.28289333333333,106.10126333333334,,,0,,0.0,0,0,0,0,0
Bomet,2021-06-01,0,112.595039,123.68928416666665,132.718289,,,0,,0.0,0,0,0,1,0
Bomet,2021-10-01,0,151.25386749999998,132.204785,135.767395,,,0,,0.0,0,0,0,0,0
Bomet,2022-02-01,0,162.729055,97.74588166666666,139.708215,,,0,,0.0,0,2,0,0,0
Bomet,2022-06-01,0,138.64564833333333,113.24027333333333,132.41479,,,0,,0.0,0,0,0,1,0
Bomet,2022-10-01,0,134.783175,129.53487183333334,145.84022166666668,,,0,,0.0,0,0,0,0,0
Bomet,2023-02-01,0,36.130177833333335,155.710475,133.00715516666665,,,0,,0.0,0,0,0,0,0
Bomet,2023-06-01,0,97.04070666666667,125.56334766666667,109.61445250000001,,,0,,0.0,0,0,0,1,0
Bomet,2023-10-01,0,192.269575,112.3598335,149.498565,,,0,,0.0,0,0,0,0,0
Bomet,2024-02-01,0,306.21955333333335,189.91850833333334,252.76732166666667,,,0,,0.0,0,0,0,0,0
Bomet,2024-06-01,0,112.07824683333332,119.35515833333334,119.72967833333333,,,0,,0.0,0,0,0,1,0
Bomet,2024-10-01,0,106.3361685,103.77874233333334,88.3429925,,,0,,0.0,0,0,0,0,0
Bomet,2025-10-01,0,92.16744166666666,100.76796933333333,82.56712833333334,,,0,,0.0,0,0,0,0,0
